"x";"HAADF";"Co";"Ni";"Ru"
7.192678e-08;3.621688e+04;4.046456e-01;4.647863e-01;1.305682e-01
7.201971e-08;3.621542e+04;4.048434e-01;4.660147e-01;1.291417e-01
7.211263e-08;3.621488e+04;4.070279e-01;4.631259e-01;1.298465e-01
7.220556e-08;3.621354e+04;4.057531e-01;4.630889e-01;1.311582e-01
7.229849e-08;3.621546e+04;4.089639e-01;4.635718e-01;1.274643e-01
7.239142e-08;3.621280e+04;4.137558e-01;4.617130e-01;1.245315e-01
7.248435e-08;3.621567e+04;4.113801e-01;4.672109e-01;1.214085e-01
7.257728e-08;3.622024e+04;4.106850e-01;4.600399e-01;1.292753e-01
7.267021e-08;3.621461e+04;4.072362e-01;4.623771e-01;1.303870e-01
7.276313e-08;3.621402e+04;4.115538e-01;4.586218e-01;1.298246e-01
7.285606e-08;3.621208e+04;4.174304e-01;4.612364e-01;1.213333e-01
7.294899e-08;3.621577e+04;4.150385e-01;4.615524e-01;1.234089e-01
7.304192e-08;3.621231e+04;4.103741e-01;4.636793e-01;1.259464e-01
7.313485e-08;3.621372e+04;4.101650e-01;4.580321e-01;1.318029e-01
7.322778e-08;3.621676e+04;4.106255e-01;4.601171e-01;1.292570e-01
7.332071e-08;3.621080e+04;4.080047e-01;4.655220e-01;1.264735e-01
7.341364e-08;3.620789e+04;4.097078e-01;4.663941e-01;1.238984e-01
7.350656e-08;3.620740e+04;4.103532e-01;4.703219e-01;1.193244e-01
7.359949e-08;3.620449e+04;4.043403e-01;4.674881e-01;1.281717e-01
7.369242e-08;3.620347e+04;4.084626e-01;4.639432e-01;1.275946e-01
7.378535e-08;3.620089e+04;4.064454e-01;4.617664e-01;1.317876e-01
7.387828e-08;3.619746e+04;4.087425e-01;4.589543e-01;1.323031e-01
7.397121e-08;3.619478e+04;4.062765e-01;4.624892e-01;1.312343e-01
7.406414e-08;3.619198e+04;4.073285e-01;4.663747e-01;1.262969e-01
7.415706e-08;3.618779e+04;4.030741e-01;4.686038e-01;1.283215e-01
7.424999e-08;3.618641e+04;4.058139e-01;4.672989e-01;1.268871e-01
7.434292e-08;3.618827e+04;4.081089e-01;4.611279e-01;1.307633e-01
7.443585e-08;3.618054e+04;4.059322e-01;4.619305e-01;1.321370e-01
7.452878e-08;3.617921e+04;4.031378e-01;4.582244e-01;1.386375e-01
7.462171e-08;3.617750e+04;4.160182e-01;4.635344e-01;1.204474e-01
7.471464e-08;3.618072e+04;4.098696e-01;4.629599e-01;1.271703e-01
7.480756e-08;3.617472e+04;4.061190e-01;4.588533e-01;1.350278e-01
7.490049e-08;3.617217e+04;4.091635e-01;4.609247e-01;1.299119e-01
7.499342e-08;3.617232e+04;4.129321e-01;4.585060e-01;1.285621e-01
7.508635e-08;3.616943e+04;4.104556e-01;4.606464e-01;1.288979e-01
7.517928e-08;3.616329e+04;4.043036e-01;4.647278e-01;1.309685e-01
7.527221e-08;3.616299e+04;4.031683e-01;4.641412e-01;1.326907e-01
7.536514e-08;3.616848e+04;4.102233e-01;4.688447e-01;1.209319e-01
7.545807e-08;3.616578e+04;4.074969e-01;4.657393e-01;1.267634e-01
7.555099e-08;3.616210e+04;4.107974e-01;4.639080e-01;1.252945e-01
7.564392e-08;3.616105e+04;4.117815e-01;4.644033e-01;1.238156e-01
7.573685e-08;3.615524e+04;4.122749e-01;4.606865e-01;1.270384e-01
7.582978e-08;3.615415e+04;4.151127e-01;4.618802e-01;1.230073e-01
7.592271e-08;3.615061e+04;4.088411e-01;4.648782e-01;1.262807e-01
7.601564e-08;3.614744e+04;4.077367e-01;4.646407e-01;1.276226e-01
7.610857e-08;3.614748e+04;4.096494e-01;4.667299e-01;1.236202e-01
7.620149e-08;3.614417e+04;4.036911e-01;4.687885e-01;1.275205e-01
7.629442e-08;3.614304e+04;4.058243e-01;4.645880e-01;1.295877e-01
7.638735e-08;3.614525e+04;4.066244e-01;4.616005e-01;1.317746e-01
7.648028e-08;3.613934e+04;4.086972e-01;4.624791e-01;1.288239e-01
7.657321e-08;3.613246e+04;4.106015e-01;4.609840e-01;1.284143e-01
7.666614e-08;3.613062e+04;4.072711e-01;4.640515e-01;1.286774e-01
7.675907e-08;3.613082e+04;4.102895e-01;4.630922e-01;1.266186e-01
7.685200e-08;3.613036e+04;4.113709e-01;4.659365e-01;1.226929e-01
7.694492e-08;3.613091e+04;4.101737e-01;4.621347e-01;1.276919e-01
7.703785e-08;3.612339e+04;4.101864e-01;4.615520e-01;1.282622e-01
7.713078e-08;3.612164e+04;4.101131e-01;4.622657e-01;1.276212e-01
7.722371e-08;3.611927e+04;4.097781e-01;4.617547e-01;1.284674e-01
7.731664e-08;3.611970e+04;4.101425e-01;4.620880e-01;1.277694e-01
7.740957e-08;3.612017e+04;4.081609e-01;4.678638e-01;1.239746e-01
7.750250e-08;3.612043e+04;4.080642e-01;4.623447e-01;1.295907e-01
7.759542e-08;3.612516e+04;4.129075e-01;4.660448e-01;1.210480e-01
7.768835e-08;3.612221e+04;4.097352e-01;4.640363e-01;1.262287e-01
7.778128e-08;3.611970e+04;4.107293e-01;4.609921e-01;1.282788e-01
7.787421e-08;3.612205e+04;4.088410e-01;4.634170e-01;1.277424e-01
7.796714e-08;3.612230e+04;4.117276e-01;4.617178e-01;1.265549e-01
7.806007e-08;3.612137e+04;4.121362e-01;4.601592e-01;1.277047e-01
7.815300e-08;3.612233e+04;4.089098e-01;4.658123e-01;1.252784e-01
7.824593e-08;3.612188e+04;4.087744e-01;4.717118e-01;1.195137e-01
7.833885e-08;3.612064e+04;4.126353e-01;4.635050e-01;1.238597e-01
7.843178e-08;3.611930e+04;4.060349e-01;4.609276e-01;1.330376e-01
7.852471e-08;3.612682e+04;4.052514e-01;4.586575e-01;1.360911e-01
7.861764e-08;3.612396e+04;4.113435e-01;4.556268e-01;1.330296e-01
7.871057e-08;3.612202e+04;4.096691e-01;4.640904e-01;1.262410e-01
7.880350e-08;3.611941e+04;4.057279e-01;4.670159e-01;1.272563e-01
7.889643e-08;3.612493e+04;4.047248e-01;4.629902e-01;1.322853e-01
7.898935e-08;3.613030e+04;4.106459e-01;4.670184e-01;1.223361e-01
7.908228e-08;3.612839e+04;4.106397e-01;4.611430e-01;1.282173e-01
7.917521e-08;3.612991e+04;4.077562e-01;4.653968e-01;1.268467e-01
7.926814e-08;3.612560e+04;4.081535e-01;4.628016e-01;1.290448e-01
7.936107e-08;3.612518e+04;4.136072e-01;4.614076e-01;1.249854e-01
7.945400e-08;3.612468e+04;4.113883e-01;4.627002e-01;1.259116e-01
7.954693e-08;3.612442e+04;4.055455e-01;4.629361e-01;1.315183e-01
7.963985e-08;3.612252e+04;4.049429e-01;4.602537e-01;1.348035e-01
7.973278e-08;3.612779e+04;4.090785e-01;4.619507e-01;1.289710e-01
7.982571e-08;3.613034e+04;4.037060e-01;4.639658e-01;1.323283e-01
7.991864e-08;3.612739e+04;4.086429e-01;4.626411e-01;1.287164e-01
8.001157e-08;3.613102e+04;4.080001e-01;4.663681e-01;1.256316e-01
8.010450e-08;3.613115e+04;4.111748e-01;4.603007e-01;1.285245e-01
8.019743e-08;3.613193e+04;4.095790e-01;4.630305e-01;1.273904e-01
8.029036e-08;3.613273e+04;4.091161e-01;4.647808e-01;1.261032e-01
8.038328e-08;3.612719e+04;4.114707e-01;4.586592e-01;1.298702e-01
8.047621e-08;3.612516e+04;4.072696e-01;4.650058e-01;1.277248e-01
8.056914e-08;3.613127e+04;4.085597e-01;4.579262e-01;1.335142e-01
8.066207e-08;3.613193e+04;4.088517e-01;4.578723e-01;1.332759e-01
8.075500e-08;3.612594e+04;4.085023e-01;4.618658e-01;1.296318e-01
8.084793e-08;3.612579e+04;4.066786e-01;4.684101e-01;1.249112e-01
8.094086e-08;3.613467e+04;4.093862e-01;4.624810e-01;1.281327e-01
8.103378e-08;3.613511e+04;4.084330e-01;4.636171e-01;1.279498e-01
8.112671e-08;3.613606e+04;4.104274e-01;4.600491e-01;1.295233e-01
8.121964e-08;3.613666e+04;4.084265e-01;4.599544e-01;1.316189e-01
8.131257e-08;3.613623e+04;4.084066e-01;4.637481e-01;1.278452e-01
8.140550e-08;3.613581e+04;4.109206e-01;4.625290e-01;1.265502e-01
8.149843e-08;3.613661e+04;4.088551e-01;4.606372e-01;1.305071e-01
8.159136e-08;3.613747e+04;4.115243e-01;4.607227e-01;1.277531e-01
8.168429e-08;3.614084e+04;4.067235e-01;4.655339e-01;1.277428e-01
8.177721e-08;3.613738e+04;4.091486e-01;4.684337e-01;1.224172e-01
8.187014e-08;3.613585e+04;4.078313e-01;4.630184e-01;1.291503e-01
8.196307e-08;3.613761e+04;4.059718e-01;4.587367e-01;1.352914e-01
8.205600e-08;3.612962e+04;4.080337e-01;4.644808e-01;1.274856e-01
8.214893e-08;3.612088e+04;4.074849e-01;4.621232e-01;1.303917e-01
8.224186e-08;3.612575e+04;4.105956e-01;4.650443e-01;1.243607e-01
8.233479e-08;3.612607e+04;4.086700e-01;4.692488e-01;1.220813e-01
8.242771e-08;3.612516e+04;4.074584e-01;4.624146e-01;1.301274e-01
8.252064e-08;3.612580e+04;4.092659e-01;4.629506e-01;1.277833e-01
8.261357e-08;3.612572e+04;4.056913e-01;4.663645e-01;1.279439e-01
8.270650e-08;3.612286e+04;4.088299e-01;4.638989e-01;1.272713e-01
8.279943e-08;3.611795e+04;4.092281e-01;4.631732e-01;1.275987e-01
8.289236e-08;3.612139e+04;4.084631e-01;4.636050e-01;1.279321e-01
8.298529e-08;3.611935e+04;4.071046e-01;4.660152e-01;1.268798e-01
8.307821e-08;3.612082e+04;4.107488e-01;4.622087e-01;1.270425e-01
8.317114e-08;3.611845e+04;4.089604e-01;4.578045e-01;1.332356e-01
8.326407e-08;3.612119e+04;4.088182e-01;4.589994e-01;1.321825e-01
8.335700e-08;3.612294e+04;4.031356e-01;4.679082e-01;1.289558e-01
8.344993e-08;3.612329e+04;4.090062e-01;4.663990e-01;1.245948e-01
8.354286e-08;3.612159e+04;4.063014e-01;4.647546e-01;1.289443e-01
8.363579e-08;3.612266e+04;4.082094e-01;4.591721e-01;1.326183e-01
8.372872e-08;3.612166e+04;4.080137e-01;4.626678e-01;1.293187e-01
8.382164e-08;3.612450e+04;4.061869e-01;4.622349e-01;1.315786e-01
8.391457e-08;3.611899e+04;4.052836e-01;4.636599e-01;1.310568e-01
8.400750e-08;3.612021e+04;4.081237e-01;4.635776e-01;1.282983e-01
8.410043e-08;3.612295e+04;4.091403e-01;4.618002e-01;1.290590e-01
8.419336e-08;3.612233e+04;4.098374e-01;4.646104e-01;1.255525e-01
8.428629e-08;3.612274e+04;4.080903e-01;4.616309e-01;1.302785e-01
8.437922e-08;3.612268e+04;4.078919e-01;4.631900e-01;1.289180e-01
8.447214e-08;3.612016e+04;4.109846e-01;4.627557e-01;1.262598e-01
8.456507e-08;3.612437e+04;4.097267e-01;4.590454e-01;1.312276e-01
8.465800e-08;3.612131e+04;4.092573e-01;4.637306e-01;1.270123e-01
8.475093e-08;3.611680e+04;4.057626e-01;4.626940e-01;1.315434e-01
8.484386e-08;3.611580e+04;4.053757e-01;4.670404e-01;1.275841e-01
8.493679e-08;3.611926e+04;4.122609e-01;4.621356e-01;1.256032e-01
8.502972e-08;3.612377e+04;4.111584e-01;4.590543e-01;1.297875e-01
8.512265e-08;3.612251e+04;4.135107e-01;4.622886e-01;1.242008e-01
8.521557e-08;3.611910e+04;4.099118e-01;4.640192e-01;1.260691e-01
8.530850e-08;3.612177e+04;4.073373e-01;4.596463e-01;1.330162e-01
8.540143e-08;3.612247e+04;4.096066e-01;4.613404e-01;1.290526e-01
8.549436e-08;3.612198e+04;4.117414e-01;4.600445e-01;1.282141e-01
8.558729e-08;3.612027e+04;4.097013e-01;4.654287e-01;1.248698e-01
8.568022e-08;3.612538e+04;4.135846e-01;4.624762e-01;1.239390e-01
8.577315e-08;3.612496e+04;4.089633e-01;4.646090e-01;1.264277e-01
8.586607e-08;3.612062e+04;4.060541e-01;4.642537e-01;1.296921e-01
8.595900e-08;3.611954e+04;4.067550e-01;4.668517e-01;1.263933e-01
8.605193e-08;3.612356e+04;4.071388e-01;4.687189e-01;1.241426e-01
8.614486e-08;3.612334e+04;4.053527e-01;4.647282e-01;1.299184e-01
8.623779e-08;3.612623e+04;4.042425e-01;4.630109e-01;1.327475e-01
8.633072e-08;3.612605e+04;4.063046e-01;4.673733e-01;1.263220e-01
8.642365e-08;3.612620e+04;4.082851e-01;4.666252e-01;1.250898e-01
8.651658e-08;3.612607e+04;4.123112e-01;4.593015e-01;1.283878e-01
8.660950e-08;3.612581e+04;4.065134e-01;4.604170e-01;1.330694e-01
8.670243e-08;3.612453e+04;4.054754e-01;4.655554e-01;1.289691e-01
8.679536e-08;3.612922e+04;4.039996e-01;4.653009e-01;1.306999e-01
8.688829e-08;3.613171e+04;3.997002e-01;4.691830e-01;1.311162e-01
8.698122e-08;3.613065e+04;4.109276e-01;4.640692e-01;1.250033e-01
8.707415e-08;3.613043e+04;4.134336e-01;4.608122e-01;1.257542e-01
8.716708e-08;3.613421e+04;4.047718e-01;4.665695e-01;1.286584e-01
8.726000e-08;3.613387e+04;4.084767e-01;4.643907e-01;1.271322e-01
8.735293e-08;3.613410e+04;4.071404e-01;4.643595e-01;1.285004e-01
8.744586e-08;3.613316e+04;4.135830e-01;4.608463e-01;1.255706e-01
8.753879e-08;3.613070e+04;4.110238e-01;4.648273e-01;1.241493e-01
8.763172e-08;3.613162e+04;4.118325e-01;4.595663e-01;1.286009e-01
8.772465e-08;3.612447e+04;4.107948e-01;4.578275e-01;1.313775e-01
8.781758e-08;3.612503e+04;4.126054e-01;4.593337e-01;1.280605e-01
8.791050e-08;3.612493e+04;4.118136e-01;4.576486e-01;1.305372e-01
8.800343e-08;3.612331e+04;4.075562e-01;4.574901e-01;1.349533e-01
8.809636e-08;3.611957e+04;4.062523e-01;4.577339e-01;1.360141e-01
8.818929e-08;3.612027e+04;4.110866e-01;4.606804e-01;1.282333e-01
8.828222e-08;3.612028e+04;4.128930e-01;4.639658e-01;1.231412e-01
8.837515e-08;3.612503e+04;4.163583e-01;4.642457e-01;1.193962e-01
8.846808e-08;3.612203e+04;4.110048e-01;4.612248e-01;1.277708e-01
8.856101e-08;3.612172e+04;4.115363e-01;4.603693e-01;1.280945e-01
8.865393e-08;3.613104e+04;4.119292e-01;4.644956e-01;1.235751e-01
8.874686e-08;3.613186e+04;4.110644e-01;4.652394e-01;1.236964e-01
8.883979e-08;3.613601e+04;4.015961e-01;4.642570e-01;1.341469e-01
8.893272e-08;3.613680e+04;4.028036e-01;4.587733e-01;1.384234e-01
8.902565e-08;3.613795e+04;4.124695e-01;4.572255e-01;1.303050e-01
8.911858e-08;3.614009e+04;4.131410e-01;4.633638e-01;1.234955e-01
8.921151e-08;3.614019e+04;4.148107e-01;4.588924e-01;1.262969e-01
8.930443e-08;3.614456e+04;4.125861e-01;4.625712e-01;1.248432e-01
8.939736e-08;3.614230e+04;4.127154e-01;4.623391e-01;1.249456e-01
8.949029e-08;3.613877e+04;4.061324e-01;4.641224e-01;1.297450e-01
8.958322e-08;3.613668e+04;4.023381e-01;4.662584e-01;1.314036e-01
8.967615e-08;3.613961e+04;4.087254e-01;4.619101e-01;1.293645e-01
8.976908e-08;3.613632e+04;4.003405e-01;4.644532e-01;1.352062e-01
8.986201e-08;3.613765e+04;3.999800e-01;4.647812e-01;1.352385e-01
8.995494e-08;3.613745e+04;4.081251e-01;4.620075e-01;1.298670e-01
9.004786e-08;3.614423e+04;4.085073e-01;4.650786e-01;1.264140e-01
9.014079e-08;3.614043e+04;4.038718e-01;4.675382e-01;1.285904e-01
9.023372e-08;3.613541e+04;4.059775e-01;4.620934e-01;1.319288e-01
9.032665e-08;3.613593e+04;4.071026e-01;4.606733e-01;1.322239e-01
9.041958e-08;3.613533e+04;4.088448e-01;4.588147e-01;1.323406e-01
9.051251e-08;3.613568e+04;4.150018e-01;4.538044e-01;1.311938e-01
9.060544e-08;3.613711e+04;4.120272e-01;4.583196e-01;1.296533e-01
9.069836e-08;3.613904e+04;4.093671e-01;4.645879e-01;1.260444e-01
9.079129e-08;3.614515e+04;4.052018e-01;4.570215e-01;1.377767e-01
9.088422e-08;3.614394e+04;4.084992e-01;4.603857e-01;1.311150e-01
9.097715e-08;3.614996e+04;4.021756e-01;4.639921e-01;1.338324e-01
9.107008e-08;3.614596e+04;4.076726e-01;4.642450e-01;1.280825e-01
9.116301e-08;3.614984e+04;4.097187e-01;4.590164e-01;1.312649e-01
9.125594e-08;3.615131e+04;4.070333e-01;4.620245e-01;1.309419e-01
9.134886e-08;3.615013e+04;4.079063e-01;4.643593e-01;1.277347e-01
9.144179e-08;3.614750e+04;4.096240e-01;4.600468e-01;1.303290e-01
9.153472e-08;3.614622e+04;4.023521e-01;4.613135e-01;1.363347e-01
9.162765e-08;3.614477e+04;4.037393e-01;4.645950e-01;1.316657e-01
9.172058e-08;3.614882e+04;4.056480e-01;4.666272e-01;1.277246e-01
9.181351e-08;3.614284e+04;4.146965e-01;4.591041e-01;1.261998e-01
9.190644e-08;3.614234e+04;4.038391e-01;4.649372e-01;1.312240e-01
9.199937e-08;3.613754e+04;4.105877e-01;4.619103e-01;1.275021e-01
9.209229e-08;3.614212e+04;4.056845e-01;4.655047e-01;1.288108e-01
9.218522e-08;3.613894e+04;4.134902e-01;4.631949e-01;1.233149e-01
9.227815e-08;3.613772e+04;4.124890e-01;4.614837e-01;1.260274e-01
9.237108e-08;3.613267e+04;4.117789e-01;4.590838e-01;1.291373e-01
9.246401e-08;3.613667e+04;4.040657e-01;4.592690e-01;1.366654e-01
9.255694e-08;3.613368e+04;4.107451e-01;4.609767e-01;1.282785e-01
9.264987e-08;3.613382e+04;4.081603e-01;4.705306e-01;1.213092e-01
9.274279e-08;3.612618e+04;4.069891e-01;4.652455e-01;1.277651e-01
9.283572e-08;3.612283e+04;4.074456e-01;4.665179e-01;1.260367e-01
9.292865e-08;3.612429e+04;4.078133e-01;4.685108e-01;1.236761e-01
9.302158e-08;3.612605e+04;4.063379e-01;4.619277e-01;1.317345e-01
9.311451e-08;3.611525e+04;4.125671e-01;4.604402e-01;1.269925e-01
9.320744e-08;3.611884e+04;4.112768e-01;4.645852e-01;1.241384e-01
9.330037e-08;3.611971e+04;4.070555e-01;4.691294e-01;1.238155e-01
9.339330e-08;3.611345e+04;4.072260e-01;4.676993e-01;1.250748e-01
9.348622e-08;3.610891e+04;4.067761e-01;4.684436e-01;1.247798e-01
9.357915e-08;3.610939e+04;4.099304e-01;4.646823e-01;1.253872e-01
9.367208e-08;3.610701e+04;4.095803e-01;4.637237e-01;1.266962e-01
9.376501e-08;3.610475e+04;4.063281e-01;4.629598e-01;1.307120e-01
9.385794e-08;3.610118e+04;4.079899e-01;4.584517e-01;1.335583e-01
9.395087e-08;3.610650e+04;4.077390e-01;4.658983e-01;1.263624e-01
9.404380e-08;3.609984e+04;4.115030e-01;4.628635e-01;1.256334e-01
9.413672e-08;3.609547e+04;4.082745e-01;4.675905e-01;1.241347e-01
9.422965e-08;3.609642e+04;4.085726e-01;4.630724e-01;1.283547e-01
9.432258e-08;3.609928e+04;4.071353e-01;4.695430e-01;1.233217e-01
9.441551e-08;3.609723e+04;4.082245e-01;4.692592e-01;1.225164e-01
9.450844e-08;3.609586e+04;4.096476e-01;4.621603e-01;1.281922e-01
9.460137e-08;3.609604e+04;4.130587e-01;4.587118e-01;1.282297e-01
9.469430e-08;3.609451e+04;4.095197e-01;4.654099e-01;1.250709e-01
9.478723e-08;3.609452e+04;4.088513e-01;4.633252e-01;1.278236e-01
9.488015e-08;3.609754e+04;4.078417e-01;4.627173e-01;1.294407e-01
9.497308e-08;3.609404e+04;4.089566e-01;4.663281e-01;1.247151e-01
9.506601e-08;3.609097e+04;4.067462e-01;4.631485e-01;1.301054e-01
9.515894e-08;3.608356e+04;4.056338e-01;4.682788e-01;1.260868e-01
9.525187e-08;3.608784e+04;4.080811e-01;4.612265e-01;1.306923e-01
9.534480e-08;3.608518e+04;4.058670e-01;4.592315e-01;1.349018e-01
9.543773e-08;3.607891e+04;4.083706e-01;4.631735e-01;1.284556e-01
9.553065e-08;3.608054e+04;4.052003e-01;4.663559e-01;1.284439e-01
9.562358e-08;3.608168e+04;4.102612e-01;4.640644e-01;1.256744e-01
9.571651e-08;3.607930e+04;4.041957e-01;4.678812e-01;1.279233e-01
9.580944e-08;3.607845e+04;4.085410e-01;4.622840e-01;1.291747e-01
9.590237e-08;3.606987e+04;4.072022e-01;4.645291e-01;1.282682e-01
9.599530e-08;3.607279e+04;4.042496e-01;4.643317e-01;1.314186e-01
